market_id,trade_id,trade_time,price,qty,quote_qty,is_buyer_maker,inserted_at
297,391019200,2025-05-01 00:01:26.077000 +00:00,0.6819000000,2670.9000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019201,2025-05-01 00:01:26.078000 +00:00,0.6819000000,5027.6000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019202,2025-05-01 00:01:26.079000 +00:00,0.6819000000,147.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019203,2025-05-01 00:01:26.079000 +00:00,0.6819000000,2996.2000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019204,2025-05-01 00:01:26.150000 +00:00,0.6818000000,837.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019205,2025-05-01 00:01:27.049000 +00:00,0.6817000000,22.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019206,2025-05-01 00:01:30.951000 +00:00,0.6817000000,34.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019207,2025-05-01 00:01:32.337000 +00:00,0.6817000000,9.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019208,2025-05-01 00:01:33.103000 +00:00,0.6817000000,263.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019209,2025-05-01 00:01:35.497000 +00:00,0.6817000000,7.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019210,2025-05-01 00:01:39.053000 +00:00,0.6817000000,477.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019211,2025-05-01 00:01:42.484000 +00:00,0.6816000000,1085.7000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019212,2025-05-01 00:01:45.516000 +00:00,0.6817000000,1000.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019213,2025-05-01 00:01:47.202000 +00:00,0.6816000000,7.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019214,2025-05-01 00:01:53.088000 +00:00,0.6815000000,16374.5000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019215,2025-05-01 00:01:53.088000 +00:00,0.6814000000,13484.0000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019216,2025-05-01 00:01:53.092000 +00:00,0.6814000000,8.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019217,2025-05-01 00:01:53.144000 +00:00,0.6815000000,55.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019218,2025-05-01 00:01:54.026000 +00:00,0.6815000000,7.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019219,2025-05-01 00:01:55.361000 +00:00,0.6815000000,293.6000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019220,2025-05-01 00:01:57.447000 +00:00,0.6816000000,1099.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019221,2025-05-01 00:02:13.899000 +00:00,0.6816000000,1816.9000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019222,2025-05-01 00:02:13.916000 +00:00,0.6817000000,31.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019223,2025-05-01 00:02:17.201000 +00:00,0.6818000000,221.7000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019224,2025-05-01 00:02:18.609000 +00:00,0.6817000000,62.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019225,2025-05-01 00:02:22.484000 +00:00,0.6816000000,1531.6000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019226,2025-05-01 00:02:24.191000 +00:00,0.6817000000,7.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019227,2025-05-01 00:02:26.245000 +00:00,0.6818000000,1491.5000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019228,2025-05-01 00:02:26.340000 +00:00,0.6819000000,30.9000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019229,2025-05-01 00:02:28.317000 +00:00,0.6820000000,9.6000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019230,2025-05-01 00:02:31.808000 +00:00,0.6820000000,53.3000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019231,2025-05-01 00:02:32.535000 +00:00,0.6821000000,9.3000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019232,2025-05-01 00:02:40.101000 +00:00,0.6821000000,2329.8000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019233,2025-05-01 00:02:41.583000 +00:00,0.6822000000,181.1000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019234,2025-05-01 00:02:42.208000 +00:00,0.6821000000,15.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019235,2025-05-01 00:02:42.485000 +00:00,0.6820000000,609.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019236,2025-05-01 00:02:43.078000 +00:00,0.6820000000,29.5000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019237,2025-05-01 00:02:49.709000 +00:00,0.6820000000,15.1000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019238,2025-05-01 00:02:55.602000 +00:00,0.6820000000,48.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
