market_id,snapshot_date,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,last_qty,bid_price,bid_qty,ask_price,ask_qty,open_price,high_price,low_price,volume,quote_volume,open_time,close_time,first_id,last_id,count,inserted_at
19,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
20,2026-01-06,-0.0000006500,-73.0340000000,0.0000007800,0.0000000000,0.0000002400,4304.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000008900,0.0000011700,0.0000002200,11331662.0000000000,8.8477670300,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,20357999,20361998,4000,2026-01-06 08:50:45.802252 +00:00
21,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
22,2026-01-06,0.0000000100,1.7540000000,0.0000005800,0.0000005800,0.0000005800,282.0000000000,0.0000005800,218918.0000000000,0.0000005900,30292.0000000000,0.0000005700,0.0000005900,0.0000005600,309808.0000000000,0.1783929200,2026-01-05 07:28:50.971000 +00:00,2026-01-06 07:28:50.971000 +00:00,23018959,23019044,86,2026-01-06 08:50:45.802252 +00:00
23,2026-01-06,0.0000002600,1.5600000000,0.0000169200,0.0000170200,0.0000169300,4197.0000000000,0.0000168700,67.0000000000,0.0000170200,22233.0000000000,0.0000166700,0.0000171200,0.0000166700,30900.0000000000,0.5228416500,2026-01-05 07:35:20.722000 +00:00,2026-01-06 07:35:20.722000 +00:00,5009316,5009348,33,2026-01-06 08:50:45.802252 +00:00
24,2026-01-06,-0.0000015500,-8.6930000000,0.0000176600,0.0000000000,0.0000162800,13.1000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000178300,0.0000195200,0.0000158500,248222.5000000000,4.3845205800,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,24785247,24789246,4000,2026-01-06 08:50:45.802252 +00:00
25,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
26,2026-01-06,-0.0000054000,-14.9170000000,0.0000323800,0.0000000000,0.0000308000,682.5000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000362000,0.0000363000,0.0000300000,597457.9000000000,19.3444656400,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,26257850,26261849,4000,2026-01-06 08:50:45.802252 +00:00
27,2026-01-06,-0.0002650000,-25.0950000000,0.0008946300,0.0000000000,0.0007910000,453.9000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010560000,0.0010740000,0.0007600000,351567.3000000000,314.5209630000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,5903044,5907043,4000,2026-01-06 08:50:45.802252 +00:00
28,2026-01-06,-0.0000003500,-18.5190000000,0.0000017300,0.0000000000,0.0000015400,1484.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000018900,0.0000020000,0.0000015200,2204487.0000000000,3.8045533500,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,26544917,26548916,4000,2026-01-06 08:50:45.802252 +00:00
29,2026-01-06,-0.0000486000,-32.8380000000,0.0001257400,0.0000000000,0.0000994000,1079.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001480000,0.0001516000,0.0000851000,1984878.0000000000,249.5760308000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,5375532,5379531,4000,2026-01-06 08:50:45.802252 +00:00
30,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
31,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
32,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
33,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
34,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
35,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
36,2026-01-06,0.0000000300,1.1450000000,0.0000026400,0.0000026300,0.0000026500,8285.2000000000,0.0000026500,37.8000000000,0.0000026600,279.6000000000,0.0000026200,0.0000026600,0.0000025900,46372.3000000000,0.1224175500,2026-01-05 07:33:07.876000 +00:00,2026-01-06 07:33:07.876000 +00:00,21251142,21251274,133,2026-01-06 08:50:45.802252 +00:00
37,2026-01-06,-0.0001046000,-20.9750000000,0.0004349200,0.0000000000,0.0003941000,37.8000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004987000,0.0005020000,0.0003930000,343725.1000000000,149.4914897500,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,4743464,4747463,4000,2026-01-06 08:50:45.802252 +00:00
38,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
39,2026-01-06,-0.0000003700,-20.2190000000,0.0000016500,0.0000000000,0.0000014600,39584.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000018300,0.0000018400,0.0000013900,53487685.0000000000,88.2224677000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,3297964,3301963,4000,2026-01-06 08:50:45.802252 +00:00
40,2026-01-06,-0.0000006200,-52.1010000000,0.0000008000,0.0000000000,0.0000005700,46703.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000011900,0.0000012300,0.0000005500,16010793.0000000000,12.8204684100,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,14647718,14651718,4001,2026-01-06 08:50:45.802252 +00:00
41,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
42,2026-01-06,-0.0009200000,-16.1550000000,0.0049423200,0.0000000000,0.0047750000,0.8100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0056950000,0.0057790000,0.0043950000,37983.4800000000,187.7266644400,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,11461786,11465785,4000,2026-01-06 08:50:45.802252 +00:00
43,2026-01-06,0.0000000900,8.1080000000,0.0000011700,0.0000011000,0.0000012000,186.0000000000,0.0000011900,259765.0000000000,0.0000012000,36034.0000000000,0.0000011100,0.0000012400,0.0000010900,534989.0000000000,0.6248943600,2026-01-05 07:36:19.099000 +00:00,2026-01-06 07:36:19.099000 +00:00,35584437,35584749,313,2026-01-06 08:50:45.802252 +00:00
44,2026-01-06,0.0000027200,8.4600000000,0.0000342000,0.0000321200,0.0000348700,35.0000000000,0.0000348100,33.0000000000,0.0000349700,1500.0000000000,0.0000321500,0.0000357300,0.0000321500,32969.0000000000,1.1275875600,2026-01-05 07:34:51.035000 +00:00,2026-01-06 07:34:51.035000 +00:00,7922526,7922577,52,2026-01-06 08:50:45.802252 +00:00
45,2026-01-06,0.0000006000,0.4090000000,0.0001471000,0.0001466000,0.0001473000,2.5700000000,0.0001473000,556.3000000000,0.0001474000,72.6000000000,0.0001467000,0.0001497000,0.0001447000,86855.4000000000,12.7763305500,2026-01-05 07:36:21.974000 +00:00,2026-01-06 07:36:21.974000 +00:00,101609081,101615969,6889,2026-01-06 08:50:45.802252 +00:00
46,2026-01-06,-0.0000210000,-0.4890000000,0.0042885200,0.0042950000,0.0042760000,7.1900000000,0.0042750000,10.4600000000,0.0042760000,10.9800000000,0.0042970000,0.0043490000,0.0042380000,13907.0200000000,59.6405410200,2026-01-05 07:36:20.961000 +00:00,2026-01-06 07:36:20.961000 +00:00,24662919,24665378,2460,2026-01-06 08:50:45.802252 +00:00
47,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
48,2026-01-06,0.0000000300,1.6040000000,0.0000018900,0.0000018700,0.0000019000,5107.0000000000,0.0000018900,865989.0000000000,0.0000019100,36859.0000000000,0.0000018700,0.0000019600,0.0000018500,644422.0000000000,1.2163225800,2026-01-05 07:36:19.918000 +00:00,2026-01-06 07:36:19.918000 +00:00,12173099,12173182,84,2026-01-06 08:50:45.802252 +00:00
49,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
50,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
51,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
52,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
53,2026-01-06,0.0000000700,1.7110000000,0.0000041300,0.0000041200,0.0000041600,1053.3000000000,0.0000041500,258.0000000000,0.0000041600,258.0000000000,0.0000040900,0.0000042100,0.0000040400,46978.8000000000,0.1940963800,2026-01-05 07:35:44.205000 +00:00,2026-01-06 07:35:44.205000 +00:00,21415693,21415895,203,2026-01-06 08:50:45.802252 +00:00
54,2026-01-06,-0.0001620000,-19.1630000000,0.0007241200,0.0000000000,0.0006834000,45.1000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008454000,0.0008454000,0.0005762000,342471.0000000000,247.9901154500,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,3093756,3097755,4000,2026-01-06 08:50:45.802252 +00:00
55,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
56,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
57,2026-01-06,0.0000003600,5.2940000000,0.0000070900,0.0000000000,0.0000071600,328.6000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000068000,0.0000075700,0.0000066000,1023859.8000000000,7.2589927100,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,76836787,76840786,4000,2026-01-06 08:50:45.802252 +00:00
58,2026-01-06,0.0000001000,45.4550000000,0.0000002800,0.0000000000,0.0000003200,9281.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002200,0.0000009500,0.0000002000,21964820.0000000000,6.2262705700,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,13163824,13167823,4000,2026-01-06 08:50:45.802252 +00:00
59,2026-01-06,-0.0000200000,-0.4870000000,0.0041009500,0.0041200000,0.0040900000,0.5500000000,0.0040800000,0.7800000000,0.0040900000,90.3900000000,0.0041100000,0.0041500000,0.0040600000,164.0700000000,0.6728432000,2026-01-05 07:36:21.389000 +00:00,2026-01-06 07:36:21.389000 +00:00,9339568,9339693,126,2026-01-06 08:50:45.802252 +00:00
60,2026-01-06,0.0000001000,0.0710000000,0.0001399500,0.0001407000,0.0001406000,8.6000000000,0.0001407000,118.2900000000,0.0001408000,43.4800000000,0.0001405000,0.0001424000,0.0001383000,13928.3700000000,1.9492739300,2026-01-05 07:36:21.030000 +00:00,2026-01-06 07:36:21.030000 +00:00,48634968,48635866,899,2026-01-06 08:50:45.802252 +00:00
61,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
62,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
63,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
64,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
65,2026-01-06,-0.0000003900,-17.3330000000,0.0000019800,0.0000000000,0.0000018600,1128.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000022500,0.0000022800,0.0000018200,8250320.0000000000,16.3405678800,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,15051397,15055397,4001,2026-01-06 08:50:45.802252 +00:00
66,2026-01-06,0.0000537000,1.0030000000,0.0053254200,0.0053503000,0.0054071000,0.5000000000,0.0054063000,0.1680000000,0.0054081000,0.1680000000,0.0053534000,0.0054876000,0.0051772000,3039.2800000000,16.1854375600,2026-01-05 07:36:21.989000 +00:00,2026-01-06 07:36:21.989000 +00:00,31841717,31847649,5933,2026-01-06 08:50:45.802252 +00:00
67,2026-01-06,-0.0000400000,-0.0250000000,0.1547490100,0.1568300000,0.1568300000,0.0130000000,0.1568000000,0.1680000000,0.1570100000,0.1680000000,0.1568700000,0.1596600000,0.1510000000,443.7770000000,68.6740508500,2026-01-05 07:36:22.033000 +00:00,2026-01-06 07:36:22.033000 +00:00,4451104,4453088,1985,2026-01-06 08:50:45.802252 +00:00
68,2026-01-06,-0.0000001900,-2.3370000000,0.0000078700,0.0000000000,0.0000079400,139.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000081300,0.0000081400,0.0000076400,137278.7000000000,1.0802297500,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,8834820,8838819,4000,2026-01-06 08:50:45.802252 +00:00
69,2026-01-06,-0.0000000600,-4.6150000000,0.0000013000,0.0000000000,0.0000012400,2243.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000013000,0.0000013900,0.0000012300,2116417.0000000000,2.7587780200,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,18016385,18020384,4000,2026-01-06 08:50:45.802252 +00:00
70,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
71,2026-01-06,0.0000082000,1.7680000000,0.0004638400,0.0004628000,0.0004720000,1.2150000000,0.0004721000,2.0250000000,0.0004729000,2.0250000000,0.0004638000,0.0004809000,0.0004546000,2586.8020000000,1.1998684700,2026-01-05 07:36:21.553000 +00:00,2026-01-06 07:36:21.553000 +00:00,29719934,29720737,804,2026-01-06 08:50:45.802252 +00:00
72,2026-01-06,0.0003500000,2.5980000000,0.0135547200,0.0137200000,0.0138200000,0.1930000000,0.0136800000,1.4960000000,0.0137500000,11.5620000000,0.0134700000,0.0139500000,0.0134100000,262.0860000000,3.5525018300,2026-01-05 07:36:20.586000 +00:00,2026-01-06 07:36:20.586000 +00:00,4244905,4244964,60,2026-01-06 08:50:45.802252 +00:00
73,2026-01-06,-0.0000004700,-55.2940000000,0.0000007100,0.0000000000,0.0000003800,1151.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000008500,0.0000008900,0.0000003800,5541332.0000000000,3.9512226400,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,17065369,17069368,4000,2026-01-06 08:50:45.802252 +00:00
